type_of_water_source,town_name,province_name,location_type,number_of_people_served,time_in_queue,results
tap_in_home,Rural,Amanzi,Rural,640,0,
tap_in_home_broken,Rural,Amanzi,Rural,346,0,
well,Djenne,Hawassa,Urban,334,0,Contaminated: Chemical
river,Rural,Kilimani,Rural,706,16,
shared_tap,Rural,Amanzi,Rural,3132,240,
tap_in_home,Harare,Kilimani,Urban,564,0,
well,Rural,Akatsi,Rural,388,0,Contaminated: Chemical
well,Majengo,Sokoto,Urban,358,0,Clean
tap_in_home,Dahabu,Amanzi,Urban,962,0,
well,Rural,Sokoto,Rural,300,0,Contaminated: Biological
river,Rural,Sokoto,Rural,648,24,
tap_in_home,Kintampo,Akatsi,Urban,822,0,
shared_tap,Rural,Kilimani,Rural,2600,28,
tap_in_home_broken,Harare,Kilimani,Urban,846,0,
river,Rural,Sokoto,Rural,508,18,
well,Bahari,Sokoto,Urban,352,0,Clean
tap_in_home,Rural,Amanzi,Rural,778,0,
shared_tap,Rural,Akatsi,Rural,1842,24,
well,Rural,Akatsi,Rural,240,0,Contaminated: Chemical
well,Rural,Amanzi,Rural,172,0,Contaminated: Chemical
well,Kofi,Sokoto,Urban,178,0,Contaminated: Chemical
well,Mrembo,Kilimani,Urban,376,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,402,0,
shared_tap,Rural,Kilimani,Rural,1062,20,
tap_in_home,Ilanga,Sokoto,Urban,684,0,
shared_tap,Rural,Akatsi,Rural,2714,29,
tap_in_home_broken,Marang,Sokoto,Urban,954,0,
tap_in_home_broken,Zuri,Kilimani,Urban,332,0,
shared_tap,Pwani,Amanzi,Urban,2412,197,
well,Harare,Akatsi,Urban,336,0,Contaminated: Chemical
tap_in_home_broken,Amina,Hawassa,Urban,690,0,
well,Rural,Kilimani,Rural,336,0,Contaminated: Biological
well,Rural,Akatsi,Rural,316,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,478,23,
well,Rural,Sokoto,Rural,386,0,Contaminated: Biological
well,Pwani,Amanzi,Urban,382,0,Contaminated: Biological
shared_tap,Asmara,Amanzi,Urban,2282,188,
well,Rural,Sokoto,Rural,226,0,Contaminated: Biological
tap_in_home_broken,Asmara,Amanzi,Urban,730,0,
tap_in_home_broken,Asmara,Amanzi,Urban,964,0,
well,Cheche,Sokoto,Urban,372,0,Clean
river,Rural,Sokoto,Rural,984,15,
well,Rural,Akatsi,Rural,330,0,Clean
well,Rural,Akatsi,Rural,306,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,440,0,
well,Rural,Sokoto,Rural,222,0,Clean
river,Dahabu,Amanzi,Urban,988,13,
shared_tap,Rural,Kilimani,Rural,2842,29,
tap_in_home,Harare,Kilimani,Urban,948,0,
tap_in_home_broken,Isiqalo,Kilimani,Urban,482,0,
tap_in_home,Amara,Kilimani,Urban,576,0,
well,Harare,Kilimani,Urban,276,0,Contaminated: Biological
tap_in_home_broken,Kofi,Sokoto,Urban,360,0,
shared_tap,Rural,Amanzi,Rural,1678,23,
tap_in_home,Harare,Akatsi,Urban,924,0,
shared_tap,Lusaka,Akatsi,Urban,1258,114,
tap_in_home,Harare,Kilimani,Urban,652,0,
well,Bahari,Sokoto,Urban,374,0,Clean
tap_in_home,Rural,Hawassa,Rural,918,0,
well,Rural,Kilimani,Rural,346,0,Contaminated: Biological
well,Dahabu,Amanzi,Urban,374,0,Clean
well,Harare,Kilimani,Urban,284,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,172,0,Contaminated: Chemical
tap_in_home,Dahabu,Amanzi,Urban,908,0,
tap_in_home_broken,Kintampo,Akatsi,Urban,412,0,
shared_tap,Rural,Akatsi,Rural,2258,186,
well,Rural,Sokoto,Rural,312,0,Contaminated: Chemical
tap_in_home_broken,Rural,Kilimani,Rural,606,0,
shared_tap,Rural,Hawassa,Rural,228,39,
tap_in_home_broken,Rural,Kilimani,Rural,438,0,
well,Rural,Akatsi,Rural,162,0,Clean
tap_in_home,Abidjan,Amanzi,Urban,436,0,
well,Rural,Hawassa,Rural,340,0,Contaminated: Chemical
tap_in_home,Dahabu,Amanzi,Urban,350,0,
tap_in_home,Rural,Akatsi,Rural,308,0,
well,Rural,Akatsi,Rural,390,0,Contaminated: Chemical
tap_in_home,Dahabu,Amanzi,Urban,614,0,
tap_in_home_broken,Serowe,Hawassa,Urban,698,0,
well,Rural,Kilimani,Rural,342,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,308,0,Clean
well,Rural,Akatsi,Rural,230,0,Clean
tap_in_home_broken,Harare,Akatsi,Urban,712,0,
tap_in_home,Ilanga,Sokoto,Urban,846,0,
tap_in_home,Rural,Sokoto,Rural,622,0,
tap_in_home,Lusaka,Akatsi,Urban,434,0,
tap_in_home,Rural,Amanzi,Rural,964,0,
well,Amara,Kilimani,Urban,260,0,Clean
tap_in_home_broken,Rural,Sokoto,Rural,958,0,
tap_in_home,Rural,Hawassa,Rural,376,0,
tap_in_home,Rural,Kilimani,Rural,384,0,
well,Kofi,Sokoto,Urban,340,0,Contaminated: Biological
tap_in_home,Rural,Akatsi,Rural,746,0,
well,Rural,Akatsi,Rural,272,0,Clean
tap_in_home_broken,Rural,Akatsi,Rural,810,0,
tap_in_home_broken,Rural,Akatsi,Rural,888,0,
well,Rural,Hawassa,Rural,352,0,Contaminated: Biological
well,Dahabu,Amanzi,Urban,316,0,Clean
well,Lusaka,Akatsi,Urban,384,0,Contaminated: Chemical
shared_tap,Dahabu,Amanzi,Urban,1862,158,
shared_tap,Rural,Sokoto,Rural,2024,25,
tap_in_home_broken,Rural,Amanzi,Rural,836,0,
well,Kintampo,Akatsi,Urban,358,0,Clean
well,Amara,Kilimani,Urban,334,0,Contaminated: Biological
well,Majengo,Sokoto,Urban,196,0,Clean
tap_in_home,Rural,Kilimani,Rural,794,0,
well,Rural,Kilimani,Rural,202,0,Contaminated: Chemical
well,Harare,Kilimani,Urban,288,0,Contaminated: Chemical
tap_in_home,Rural,Akatsi,Rural,370,0,
well,Rural,Akatsi,Rural,234,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,3732,240,
shared_tap,Rural,Akatsi,Rural,2654,28,
river,Rural,Akatsi,Rural,618,18,
tap_in_home,Rural,Sokoto,Rural,898,0,
tap_in_home_broken,Mrembo,Kilimani,Urban,892,0,
tap_in_home,Rural,Amanzi,Rural,990,0,
tap_in_home,Rural,Akatsi,Rural,744,0,
tap_in_home,Rural,Amanzi,Rural,676,0,
well,Isiqalo,Kilimani,Urban,320,0,Contaminated: Chemical
tap_in_home,Rural,Kilimani,Rural,544,0,
well,Rural,Sokoto,Rural,324,0,Contaminated: Biological
tap_in_home_broken,Rural,Akatsi,Rural,908,0,
shared_tap,Rural,Sokoto,Rural,358,49,
tap_in_home,Mrembo,Kilimani,Urban,892,0,
river,Rural,Sokoto,Rural,894,22,
well,Rural,Akatsi,Rural,280,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,560,7,
shared_tap,Lusaka,Akatsi,Urban,3796,30,
well,Rural,Akatsi,Rural,280,0,Contaminated: Chemical
tap_in_home,Lusaka,Akatsi,Urban,916,0,
tap_in_home_broken,Rural,Amanzi,Rural,950,0,
tap_in_home,Lusaka,Akatsi,Urban,402,0,
shared_tap,Rural,Kilimani,Rural,752,77,
river,Rural,Akatsi,Rural,568,9,
tap_in_home,Dahabu,Amanzi,Urban,810,0,
tap_in_home_broken,Rural,Kilimani,Rural,666,0,
river,Rural,Hawassa,Rural,526,28,
well,Rural,Akatsi,Rural,388,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,190,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,2872,231,
tap_in_home_broken,Harare,Kilimani,Urban,940,0,
tap_in_home,Dahabu,Amanzi,Urban,952,0,
shared_tap,Rural,Kilimani,Rural,1544,135,
shared_tap,Rural,Akatsi,Rural,3318,30,
tap_in_home_broken,Rural,Amanzi,Rural,844,0,
well,Lusaka,Akatsi,Urban,262,0,Contaminated: Biological
well,Djenne,Hawassa,Urban,394,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,3136,240,
tap_in_home,Rural,Amanzi,Rural,928,0,
river,Rural,Sokoto,Rural,624,9,
well,Rural,Kilimani,Rural,378,0,Contaminated: Biological
tap_in_home_broken,Bello,Amanzi,Urban,650,0,
river,Rural,Hawassa,Rural,622,29,
shared_tap,Rural,Kilimani,Rural,1950,25,
tap_in_home,Harare,Kilimani,Urban,778,0,
well,Rural,Kilimani,Rural,234,0,Contaminated: Biological
well,Rural,Sokoto,Rural,298,0,Contaminated: Chemical
well,Harare,Akatsi,Urban,352,0,Contaminated: Biological
well,Rural,Sokoto,Rural,248,0,Clean
shared_tap,Rural,Akatsi,Rural,932,19,
well,Majengo,Sokoto,Urban,220,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,2254,186,
well,Rural,Sokoto,Rural,364,0,Contaminated: Chemical
well,Harare,Kilimani,Urban,270,0,Contaminated: Biological
tap_in_home,Kofi,Sokoto,Urban,566,0,
tap_in_home_broken,Rural,Kilimani,Rural,768,0,
shared_tap,Rural,Kilimani,Rural,430,17,
tap_in_home_broken,Marang,Sokoto,Urban,554,0,
river,Rural,Sokoto,Rural,734,16,
well,Rural,Akatsi,Rural,178,0,Contaminated: Chemical
well,Bello,Amanzi,Urban,282,0,Contaminated: Biological
well,Rural,Sokoto,Rural,394,0,Contaminated: Biological
well,Kofi,Sokoto,Urban,270,0,Contaminated: Biological
well,Rural,Kilimani,Rural,208,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,212,0,Clean
well,Rural,Kilimani,Rural,392,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,402,27,
shared_tap,Asmara,Amanzi,Urban,1638,23,
tap_in_home,Rural,Sokoto,Rural,960,0,
shared_tap,Rural,Akatsi,Rural,626,18,
shared_tap,Rural,Sokoto,Rural,2996,30,
river,Rural,Sokoto,Rural,792,18,
tap_in_home,Yaounde,Hawassa,Urban,806,0,
tap_in_home_broken,Rural,Akatsi,Rural,384,0,
well,Deka,Hawassa,Urban,366,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,284,0,Contaminated: Chemical
well,Kofi,Sokoto,Urban,322,0,Clean
well,Rural,Kilimani,Rural,392,0,Clean
tap_in_home,Ilanga,Sokoto,Urban,632,0,
tap_in_home_broken,Zuri,Kilimani,Urban,840,0,
tap_in_home,Rural,Hawassa,Rural,580,0,
tap_in_home_broken,Amina,Amanzi,Urban,506,0,
tap_in_home_broken,Rural,Hawassa,Rural,470,0,
well,Rural,Kilimani,Rural,214,0,Contaminated: Chemical
tap_in_home,Dahabu,Amanzi,Urban,858,0,
tap_in_home,Mrembo,Kilimani,Urban,722,0,
tap_in_home,Isiqalo,Kilimani,Urban,788,0,
tap_in_home,Amara,Kilimani,Urban,808,0,
tap_in_home,Kintampo,Akatsi,Urban,432,0,
tap_in_home,Dahabu,Amanzi,Urban,444,0,
tap_in_home,Rural,Hawassa,Rural,352,0,
well,Rural,Akatsi,Rural,238,0,Contaminated: Chemical
river,Rural,Akatsi,Rural,790,19,
shared_tap,Asmara,Amanzi,Urban,3220,240,
tap_in_home_broken,Rural,Kilimani,Rural,656,0,
well,Rural,Akatsi,Rural,348,0,Clean
tap_in_home,Rural,Sokoto,Rural,562,0,
tap_in_home,Rural,Amanzi,Rural,426,0,
tap_in_home,Rural,Kilimani,Rural,540,0,
well,Rural,Sokoto,Rural,316,0,Clean
shared_tap,Rural,Sokoto,Rural,3770,240,
well,Ilanga,Sokoto,Urban,268,0,Contaminated: Chemical
well,Deka,Hawassa,Urban,240,0,Contaminated: Biological
tap_in_home_broken,Rural,Sokoto,Rural,722,0,
well,Isiqalo,Kilimani,Urban,396,0,Clean
well,Harare,Akatsi,Urban,182,0,Clean
well,Bahari,Sokoto,Urban,314,0,Clean
well,Rural,Akatsi,Rural,218,0,Clean
well,Mrembo,Kilimani,Urban,206,0,Contaminated: Chemical
tap_in_home_broken,Isiqalo,Kilimani,Urban,746,0,
well,Rural,Hawassa,Rural,240,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,280,0,Clean
well,Rural,Hawassa,Rural,172,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,188,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,394,0,Contaminated: Biological
river,Rural,Sokoto,Rural,680,9,
tap_in_home_broken,Rural,Hawassa,Rural,490,0,
well,Rural,Hawassa,Rural,280,0,Contaminated: Biological
tap_in_home,Rural,Sokoto,Rural,574,0,
well,Rural,Akatsi,Rural,244,0,Contaminated: Biological
tap_in_home,Bahari,Sokoto,Urban,776,0,
well,Pwani,Amanzi,Urban,160,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,3110,240,
tap_in_home,Rural,Amanzi,Rural,704,0,
river,Rural,Sokoto,Rural,490,29,
tap_in_home,Mrembo,Kilimani,Urban,702,0,
tap_in_home_broken,Rural,Amanzi,Rural,374,0,
well,Zanzibar,Hawassa,Urban,216,0,Contaminated: Chemical
tap_in_home,Asmara,Amanzi,Urban,596,0,
tap_in_home,Majengo,Sokoto,Urban,790,0,
tap_in_home,Pwani,Amanzi,Urban,992,0,
tap_in_home,Ilanga,Sokoto,Urban,426,0,
well,Amina,Hawassa,Urban,338,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,218,0,Clean
tap_in_home,Harare,Akatsi,Urban,666,0,
well,Rural,Kilimani,Rural,378,0,Contaminated: Biological
shared_tap,Zuri,Kilimani,Urban,444,55,
tap_in_home_broken,Rural,Amanzi,Rural,508,0,
well,Rural,Sokoto,Rural,168,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,306,0,Contaminated: Chemical
well,Deka,Hawassa,Urban,220,0,Contaminated: Biological
tap_in_home_broken,Rural,Akatsi,Rural,710,0,
well,Amina,Hawassa,Urban,176,0,Contaminated: Biological
well,Bahari,Sokoto,Urban,358,0,Contaminated: Chemical
tap_in_home,Harare,Akatsi,Urban,554,0,
river,Rural,Sokoto,Rural,880,16,
tap_in_home,Rural,Sokoto,Rural,650,0,
river,Rural,Kilimani,Rural,602,8,
tap_in_home,Rural,Kilimani,Rural,898,0,
shared_tap,Rural,Sokoto,Rural,3390,240,
well,Rural,Akatsi,Rural,230,0,Clean
tap_in_home,Rural,Amanzi,Rural,342,0,
well,Rural,Kilimani,Rural,322,0,Contaminated: Biological
well,Serowe,Hawassa,Urban,314,0,Clean
well,Rural,Sokoto,Rural,394,0,Contaminated: Biological
tap_in_home,Dahabu,Amanzi,Urban,386,0,
shared_tap,Rural,Akatsi,Rural,3180,240,
tap_in_home_broken,Rural,Hawassa,Rural,420,0,
tap_in_home,Kofi,Sokoto,Urban,466,0,
tap_in_home_broken,Lusaka,Akatsi,Urban,538,0,
shared_tap,Rural,Kilimani,Rural,1846,24,
well,Rural,Kilimani,Rural,278,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,166,0,Clean
well,Djenne,Hawassa,Urban,210,0,Contaminated: Biological
well,Rural,Akatsi,Rural,240,0,Clean
well,Rural,Akatsi,Rural,332,0,Clean
well,Rural,Kilimani,Rural,342,0,Contaminated: Biological
tap_in_home,Rural,Akatsi,Rural,418,0,
river,Rural,Sokoto,Rural,504,12,
shared_tap,Rural,Akatsi,Rural,2580,28,
well,Rural,Kilimani,Rural,188,0,Clean
river,Rural,Akatsi,Rural,718,7,
tap_in_home,Dahabu,Amanzi,Urban,458,0,
shared_tap,Rural,Hawassa,Rural,3598,30,
river,Rural,Akatsi,Rural,886,28,
well,Rural,Akatsi,Rural,300,0,Clean
well,Rural,Kilimani,Rural,218,0,Contaminated: Biological
tap_in_home_broken,Rural,Amanzi,Rural,334,0,
tap_in_home,Bahari,Sokoto,Urban,598,0,
well,Rural,Kilimani,Rural,238,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,240,0,Contaminated: Biological
well,Amara,Kilimani,Urban,392,0,Contaminated: Chemical
shared_tap,Isiqalo,Kilimani,Urban,3338,30,
shared_tap,Rural,Sokoto,Rural,3360,240,
well,Isiqalo,Kilimani,Urban,206,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,308,0,Contaminated: Chemical
tap_in_home,Majengo,Sokoto,Urban,832,0,
tap_in_home_broken,Ilanga,Sokoto,Urban,520,0,
well,Rural,Amanzi,Rural,258,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,638,0,
shared_tap,Rural,Kilimani,Rural,1982,166,
tap_in_home,Deka,Hawassa,Urban,450,0,
well,Marang,Sokoto,Urban,310,0,Clean
shared_tap,Rural,Akatsi,Rural,2868,29,
shared_tap,Abidjan,Amanzi,Urban,634,69,
well,Rural,Hawassa,Rural,236,0,Contaminated: Biological
well,Amara,Kilimani,Urban,242,0,Contaminated: Biological
well,Harare,Kilimani,Urban,188,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,1052,99,
shared_tap,Rural,Akatsi,Rural,3248,240,
well,Rural,Akatsi,Rural,380,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,716,75,
well,Mrembo,Kilimani,Urban,162,0,Contaminated: Biological
river,Deka,Hawassa,Urban,912,28,
tap_in_home_broken,Asmara,Amanzi,Urban,866,0,
tap_in_home,Rural,Amanzi,Rural,682,0,
tap_in_home,Lusaka,Akatsi,Urban,730,0,
shared_tap,Zuri,Kilimani,Urban,1338,21,
shared_tap,Rural,Kilimani,Rural,1784,24,
well,Rural,Kilimani,Rural,338,0,Contaminated: Biological
well,Rural,Kilimani,Rural,308,0,Contaminated: Chemical
tap_in_home,Pwani,Amanzi,Urban,902,0,
tap_in_home,Amara,Kilimani,Urban,832,0,
well,Rural,Kilimani,Rural,280,0,Contaminated: Chemical
well,Kintampo,Akatsi,Urban,346,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,726,0,
shared_tap,Rural,Akatsi,Rural,1468,129,
shared_tap,Rural,Sokoto,Rural,1280,21,
well,Harare,Kilimani,Urban,366,0,Contaminated: Chemical
well,Cheche,Sokoto,Urban,300,0,Contaminated: Biological
tap_in_home,Rural,Amanzi,Rural,394,0,
well,Rural,Akatsi,Rural,336,0,Contaminated: Chemical
shared_tap,Asmara,Amanzi,Urban,1692,23,
shared_tap,Rural,Akatsi,Rural,744,18,
well,Yaounde,Hawassa,Urban,384,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,168,0,Clean
well,Serowe,Hawassa,Urban,362,0,Clean
well,Rural,Kilimani,Rural,390,0,Clean
river,Bello,Amanzi,Urban,776,8,
shared_tap,Rural,Sokoto,Rural,3286,30,
tap_in_home_broken,Asmara,Amanzi,Urban,738,0,
tap_in_home,Rural,Akatsi,Rural,802,0,
well,Rural,Amanzi,Rural,168,0,Clean
well,Rural,Kilimani,Rural,256,0,Clean
well,Rural,Sokoto,Rural,306,0,Contaminated: Biological
tap_in_home,Rural,Sokoto,Rural,782,0,
tap_in_home,Rural,Hawassa,Rural,354,0,
river,Rural,Sokoto,Rural,556,5,
well,Rural,Akatsi,Rural,202,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,476,0,
tap_in_home,Serowe,Hawassa,Urban,560,0,
shared_tap,Isiqalo,Kilimani,Urban,1626,23,
well,Rural,Akatsi,Rural,372,0,Clean
tap_in_home_broken,Harare,Akatsi,Urban,610,0,
well,Rural,Hawassa,Rural,272,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,826,24,
tap_in_home,Harare,Akatsi,Urban,522,0,
well,Rural,Sokoto,Rural,212,0,Clean
shared_tap,Rural,Hawassa,Rural,1596,138,
well,Rural,Sokoto,Rural,196,0,Contaminated: Biological
tap_in_home_broken,Rural,Kilimani,Rural,952,0,
well,Ilanga,Sokoto,Urban,284,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,994,0,
well,Rural,Amanzi,Rural,388,0,Clean
well,Rural,Akatsi,Rural,232,0,Clean
tap_in_home_broken,Bello,Amanzi,Urban,536,0,
tap_in_home_broken,Rural,Hawassa,Rural,912,0,
river,Bahari,Sokoto,Urban,788,21,
tap_in_home,Lusaka,Akatsi,Urban,434,0,
well,Harare,Kilimani,Urban,270,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,946,19,
tap_in_home,Rural,Hawassa,Rural,552,0,
well,Rural,Akatsi,Rural,296,0,Contaminated: Chemical
shared_tap,Pwani,Amanzi,Urban,2154,26,
shared_tap,Rural,Sokoto,Rural,530,17,
tap_in_home,Ilanga,Sokoto,Urban,618,0,
well,Rural,Akatsi,Rural,212,0,Clean
tap_in_home,Lusaka,Akatsi,Urban,872,0,
tap_in_home_broken,Rural,Sokoto,Rural,962,0,
tap_in_home_broken,Lusaka,Akatsi,Urban,552,0,
tap_in_home_broken,Rural,Amanzi,Rural,856,0,
tap_in_home_broken,Pwani,Amanzi,Urban,954,0,
tap_in_home_broken,Rural,Sokoto,Rural,722,0,
shared_tap,Dahabu,Amanzi,Urban,970,93,
river,Bahari,Sokoto,Urban,820,27,
well,Amina,Hawassa,Urban,322,0,Contaminated: Chemical
well,Zuri,Kilimani,Urban,276,0,Contaminated: Biological
well,Harare,Akatsi,Urban,390,0,Clean
well,Rural,Akatsi,Rural,382,0,Contaminated: Chemical
river,Bello,Amanzi,Urban,912,26,
well,Harare,Akatsi,Urban,290,0,Contaminated: Chemical
shared_tap,Rural,Hawassa,Rural,3212,30,
shared_tap,Rural,Sokoto,Rural,740,18,
well,Ilanga,Sokoto,Urban,252,0,Contaminated: Chemical
shared_tap,Pwani,Amanzi,Urban,1640,142,
shared_tap,Rural,Hawassa,Rural,1348,120,
shared_tap,Asmara,Amanzi,Urban,1658,23,
tap_in_home,Rural,Amanzi,Rural,422,0,
shared_tap,Rural,Sokoto,Rural,3136,240,
well,Rural,Kilimani,Rural,374,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,214,0,Contaminated: Chemical
tap_in_home,Kintampo,Akatsi,Urban,942,0,
tap_in_home_broken,Amina,Amanzi,Urban,604,0,
well,Rural,Hawassa,Rural,288,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,192,0,Clean
well,Rural,Akatsi,Rural,324,0,Contaminated: Chemical
tap_in_home,Dahabu,Amanzi,Urban,750,0,
well,Rural,Hawassa,Rural,374,0,Clean
well,Rural,Akatsi,Rural,230,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,2640,214,
river,Bahari,Sokoto,Urban,628,18,
well,Isiqalo,Kilimani,Urban,308,0,Contaminated: Biological
shared_tap,Harare,Akatsi,Urban,2056,172,
shared_tap,Rural,Akatsi,Rural,234,40,
well,Rural,Akatsi,Rural,358,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,194,0,Contaminated: Biological
tap_in_home,Harare,Akatsi,Urban,482,0,
well,Rural,Sokoto,Rural,226,0,Clean
well,Rural,Kilimani,Rural,242,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,590,8,
river,Rural,Kilimani,Rural,602,20,
well,Rural,Amanzi,Rural,300,0,Clean
tap_in_home,Asmara,Amanzi,Urban,506,0,
tap_in_home_broken,Harare,Akatsi,Urban,552,0,
well,Rural,Hawassa,Rural,396,0,Clean
tap_in_home_broken,Rural,Sokoto,Rural,370,0,
well,Rural,Kilimani,Rural,248,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,208,0,Clean
tap_in_home,Rural,Sokoto,Rural,998,0,
well,Rural,Sokoto,Rural,334,0,Contaminated: Biological
shared_tap,Rural,Kilimani,Rural,2462,201,
well,Isiqalo,Kilimani,Urban,220,0,Contaminated: Biological
well,Harare,Kilimani,Urban,270,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,210,0,Contaminated: Chemical
well,Mrembo,Kilimani,Urban,212,0,Clean
tap_in_home,Amara,Kilimani,Urban,894,0,
well,Rural,Kilimani,Rural,188,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,2540,207,
well,Kofi,Sokoto,Urban,286,0,Contaminated: Biological
well,Amara,Kilimani,Urban,332,0,Clean
river,Mrembo,Kilimani,Urban,538,25,
well,Amara,Kilimani,Urban,214,0,Contaminated: Chemical
shared_tap,Bello,Amanzi,Urban,2414,27,
well,Rural,Hawassa,Rural,290,0,Contaminated: Chemical
shared_tap,Amina,Amanzi,Urban,3322,30,
tap_in_home_broken,Marang,Sokoto,Urban,676,0,
tap_in_home_broken,Zuri,Kilimani,Urban,700,0,
well,Rural,Kilimani,Rural,252,0,Contaminated: Biological
well,Dahabu,Amanzi,Urban,264,0,Contaminated: Biological
river,Rural,Sokoto,Rural,838,21,
well,Rural,Akatsi,Rural,350,0,Contaminated: Chemical
tap_in_home_broken,Amina,Amanzi,Urban,816,0,
tap_in_home_broken,Rural,Hawassa,Rural,688,0,
tap_in_home,Rural,Akatsi,Rural,836,0,
river,Rural,Sokoto,Rural,652,7,
well,Rural,Sokoto,Rural,394,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,234,0,Contaminated: Chemical
tap_in_home_broken,Zuri,Kilimani,Urban,922,0,
tap_in_home_broken,Lusaka,Akatsi,Urban,440,0,
tap_in_home,Bello,Amanzi,Urban,938,0,
shared_tap,Rural,Kilimani,Rural,1124,20,
tap_in_home_broken,Amina,Amanzi,Urban,376,0,
well,Rural,Akatsi,Rural,224,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,398,0,Clean
tap_in_home,Serowe,Hawassa,Urban,732,0,
shared_tap,Rural,Akatsi,Rural,2692,28,
river,Rural,Sokoto,Rural,544,20,
tap_in_home,Rural,Amanzi,Rural,680,0,
well,Rural,Akatsi,Rural,214,0,Clean
well,Ilanga,Sokoto,Urban,166,0,Contaminated: Chemical
tap_in_home_broken,Harare,Kilimani,Urban,856,0,
tap_in_home,Rural,Kilimani,Rural,974,0,
well,Rural,Sokoto,Rural,278,0,Contaminated: Biological
well,Rural,Kilimani,Rural,290,0,Contaminated: Biological
tap_in_home,Rural,Kilimani,Rural,772,0,
tap_in_home,Majengo,Sokoto,Urban,788,0,
tap_in_home,Dahabu,Amanzi,Urban,898,0,
shared_tap,Rural,Akatsi,Rural,1290,116,
tap_in_home,Dahabu,Amanzi,Urban,858,0,
well,Rural,Akatsi,Rural,208,0,Clean
shared_tap,Harare,Akatsi,Urban,3664,30,
tap_in_home,Isiqalo,Kilimani,Urban,592,0,
well,Zanzibar,Hawassa,Urban,242,0,Contaminated: Biological
well,Rural,Amanzi,Rural,248,0,Clean
tap_in_home_broken,Asmara,Amanzi,Urban,970,0,
well,Rural,Kilimani,Rural,276,0,Contaminated: Biological
tap_in_home,Dahabu,Amanzi,Urban,838,0,
well,Rural,Sokoto,Rural,160,0,Contaminated: Chemical
river,Rural,Amanzi,Rural,980,8,
well,Rural,Kilimani,Rural,374,0,Contaminated: Biological
shared_tap,Pwani,Amanzi,Urban,452,55,
tap_in_home,Pwani,Amanzi,Urban,940,0,
well,Rural,Kilimani,Rural,290,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,328,0,Clean
shared_tap,Rural,Kilimani,Rural,1206,110,
tap_in_home_broken,Abidjan,Amanzi,Urban,738,0,
well,Rural,Sokoto,Rural,332,0,Contaminated: Biological
well,Rural,Akatsi,Rural,354,0,Clean
tap_in_home,Kofi,Sokoto,Urban,468,0,
tap_in_home,Ilanga,Sokoto,Urban,470,0,
tap_in_home,Asmara,Amanzi,Urban,762,0,
well,Rural,Amanzi,Rural,194,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,2192,181,
shared_tap,Rural,Hawassa,Rural,1524,133,
tap_in_home,Rural,Kilimani,Rural,628,0,
well,Amina,Hawassa,Urban,216,0,Contaminated: Chemical
tap_in_home_broken,Asmara,Amanzi,Urban,850,0,
tap_in_home_broken,Majengo,Sokoto,Urban,872,0,
